Text,Label
When will my deposit be on my account?,6
Why wasn't my balance updated from the check I made?,6
"I have a cash deposit on my account, but there's a problem.",6
The cheque I sent you for depositing you a few days ago has not yet been deposited into my account.,6
Why has my account balance not changed after depositing a cheque?,6
I made a cash deposit to my account but it is not there,6
The cash deposit I made this morning has not been credited to my account,6
"I have to transfer money to my mother, and I've tried many times and all that's going on is error messages.",7
I was trying to buy some crypto and the app won't allow me to do it. What's the problem with that? I really wanted to finish the exchange.,7
Am I allowed to transfer money to a beneficiary?,7
"I was trying to make a transfer and got an error message telling me it was not possible to make the transfer. This has never happened before, what happened?",7
"Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying.",7
Why am I not allowed to add a certain beneficiary?,7
"Hi, I am interested buying crypto currency but unable to purchase it through the application. I do want to do the exchange, Could you please let me know what is the problem?",7
I could not transfer funds to a beneficiary; is there a problem with your software?,7
Why can't you allow my beneficiary?,7
I've been trying to make a transfer and it hasn't gone through. Now I am receiving an error message.  What is the problem?,7
"If I make a mistake, can I cancel the transaction?",8
Cancellation of a transaction,8
I made a terrible mistake typing in my account number. I accidentally sent money to the wrong account. I noticed that the application won't allow me to cancel the transaction. Can anyone help me immediately?,8
Please help! The app will not allow me to cancel a money transfer. I sent money by accident to an account that was not mine.,8
Is there a way to cancel my transfer?,8
"I stupidly initiated a rent payment from the wrong account yesterday. It can't be paid from that account, but it really needs to get paid on time. Am I able to move the payment to the right account?",8
Please help!  The app won't let me cancel a money transfer.  I accidently sent money to an account that wasn't mine.  I need this cancelled immediately.,8
Is it possible for a transaction to be cancelled?,8
A transfer has been made in my account that I need to cancel.  This was a mistake on my part and I hope we can get this resolved quickly.,8
Am I able to cancel a transfer I just made,8
How do I get a new expiry date?,9
Please inform me how to get a new card as mine is about to expire.,9
"My card will expire next month, will I need to order a new one?",9
how to get a new card in china,9
How can I get a card sent to China?,9
My card is about to expire.  How do I get a new card?,9
"My card expires soon, will you send me one automatically?",9
"My card's expiring a month from now, should I place an order for the new card?",9
How can I replace an expired card?,9
Are new cards available from China?,9
Is my card valid everywhere?,10
Which companies accept this card?,10
Is there somewhere I can't use my card?,10
Are there limits for companies that will accept this card?,10
Where do I accept my card?,10
Who accepts the card?,10
What kind of company will take my card?,10
Do you know which companies will accept my card?,10
Who accepts the card?,10
Is there anywhere I can't use my card?,10
Why don't I have my new card?,11
"A card has been sent to me, how do I track it?",11
why have i not got my new card?,11
Do you have info about the card on delivery?,11
"I was supposed to receive my new card by now, but it hasn't came in.",11
I haven't received my card and am worried it is lost.,11
My card hasn't arrived.,11
Has my card been lost in delivery?,11
What do I do if I still have not received my new card?,11
What can I do if my card still hasn't arrived after 2 weeks?,11
How many days to deliver to an American customer?,12
Is there a specific date on which I can have it delivered?,12
Can I have my card delivered on Tuesday?,12
Can I choose the delivery times for me next?,12
When can I expect delivery?,12
how long should I expect to wait for my card to arrive?,12
How will I get my card?,12
I need my card soon.,12
how much to get my card in 2 days?,12
How long does it take for my physical card to be delivered.,12
Help me figure out how to connect the new card.,13
"If I have a physical card, can I tie it?",13
If I have a credit card with you how do I put myself in place to connect it?,13
"Lost card found, want to put it back in the application",13
Can you reactivate my card?,13
Help me tie my card,13
If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it?,13
"Okay, I found my card, can I put it back in the app?",13
Where in the app do I go to make my new card show up?,13
Can I link my card I previously received?,13
I can't use my card.,14
How do I check the security settings on my card?,14
"For a week now, I've been trying to use my card and it's still not working.",14
My card's broken.,14
Something's wrong my card won't work.,14
What should I do if my physical card isn't working?,14
Is my card frozen?,14
"I tried using my card, but it doesn't work.",14
My card isn't working at all. What happened?,14
"Out of the blue, my card stopped working.",14
Why was I charged a surcharge when using the card?,15
Was I charged for the use of my card?,15
There was a charge applied when I used my card.,15
Is it normal to be charged extra when I use my card?,15
I had to pay a fee when I bought items with my card.,15
Why was the price higher when I paid with my card?,15
"I made a payment with my card and they charged me a fee, why would you do that?",15
I wanted to know why I had extra fees when I used my card.,15
How was I charged extra when I used my card to pay?,15
I've been charged a fee to buy stuff with my card.,15
I think my card is used by someone else to make purchases that I didn't authorize! I checked my account and I see that there have been a lot of purchases in the last two days that I have no idea where they came from. We have to freeze my card now! And I have to find a way to get my money back.,16
I have an unusual payment in my statement.,16
on my statement there's a payment I don't recognize,16
There's a card payment I don't recognize.,16
I don't know where that charge came from.,16
"A strange card payment, I don't recognize it.",16
There's a payment I don't recognize.,16
There's an unauthorized payment in my statement.,16
I did not do this payment,16
"I don't recognize this payment on my app, I am sure I didn't spend any money there.",16
The product I bought the exchange rate was incorrect.,17
The currency exchange for my foreign currency purchase is incorrect.,17
"I made an international purchase, but the exchange rate was wrong.",17
Why is the exchange rate of my payment incorrect?,17
Why am I being billed the wrong currency exchange when I bought something abroad?,17
My exchange rate was bad.,17
I made a purchase and was billed at the wrong exchange rate.,17
I think the exchange rate on my card payment is incorrect.,17
I think there was a mistake in your exchange rate.,17
I bought something abroad and the exchange rate applied is bad,17
Didn't the vending machine give me my card back?,18
The vending machine took my card.,18
The ticket machine ate my card.,18
What should I do if the Amm eats my card?,18
What steps should I take to recover my swallowed card?,18
What should I do since my card is trapped in the ATM?,18
Why did the ATM take my card and keep it?,18
How can I get my card out of the ATM?,18
what do I need to do if the ATM kept my card?,18
"I can't get my card out of the ATM, what should I do now?",18
"I've been charged a withdrawal of money, why?",19
"I'm not supposed to be charged money withdrawal fees, but I was.",19
Explain the additional ATM fees.,19
"It's not fair, they told me I could take money from the vending machine for free?",19
Why was I charged a fee for a cash withdrawal?,19
Is there a fee for money?,19
What happens with the extra fees I have?,19
Why did you charge me extra when I withdrew cash?,19
I got charged a fee that shouldn't be there from my cash,19
Why was I charged for getting cash?,19
I did not make a cash withdrawal on my statement.,20
"A WD has just been created on my behalf, but it wasn't me and I still have my card.",20
Why is there some money I didn't deposit to my account?,20
There's money in my account.,20
The application shows a withdrawal that I did not make or authorize.,20
"Money was taken out without my consent,",20
I think someone stole money from my card,20
Help! I think someone has made a cash withdrawal with my card!,20
I was the victim of someone stealing my wallet.  My card is being used and it isn't me.  What should I do?,20
I see cash withdrawal activity in the app that is not mine.,20
How do I change the PIN?,21
Please tell me how to change my PIN?,21
Can I get a new pin number from any distributor using my card?,21
Can I change my PIN without being physically present?,21
How can I alteration my PIN?,21
Can I change my pin at an atm?,21
May I change my PIN?,21
Can I change my PIN without going to a bank branch?,21
I want to change my PIN.,21
Is it possible to change my PIN?,21
What should I do if someone used my card without my permission?,22
"I didn't make those transactions, I think my card details might be stolen.",22
"I see transactions that I don't recognize, I think someone stole my details.",22
What measures can I take if someone else uses my card?,22
I think someone else is using my card.,22
My card information seems to have been stolen! I don't know where these transactions came from and I've never even been to the city where they were made. I need my card blocked ASAP so this person can't keep using my card.,22
I think my account has been hacked there are charges on there I don't recognize.,22
card is being used by someone else,22
What should I do if I think that someone might be using me card?,22
What do I do if I believe to be a victim of credit card fraud?,22
I have a contactless one that's broken.,23
How can I troubleshoot my contactless?,23
My contact is not functional.,23
"I was trying to use contactless earlier, but it didn't work.",23
My contactless payments don't work.,23
I can't get a contactless payment to work.,23
how many days processing new card?,23
Why wouldn't my contactless work for the metro?,23
What do I have to do to get the contactless to work?,23
Contactless payments need to be enabled for my card.,23
Can anyone in the United States have a card?,24
Which countries are supported,24
Is this card available to U.S. residents?,24
"I want a card, but I'm not in the UK.",24
How many countries do you work in?,24
Is it open to residents of all countries?,24
I am in the EU. Can I get one of your cards?,24
Can I get a card that works in other countries like Africa and Indonesia?,24
Can I have a card even if I am not living in the UK?,24
Is this card available to Americans?,24
I was wondering why my card was refused.,25
"My card was refused, why?",25
Why did my payment fail?,25
What could be the reason why my payment card was refused?,25
"I was out today at the idea of paying with my new card, but the payment continued to be refused. It's really sad, what's going on?",25
"I know there's money in my account, why did my account refuse me?",25
"I was about to pay with my brand new card, it turns out that the payment has been refused all the time. It's pretty sad, what's going on?",25
My card payment doesn't work.,25
How do I check to see why my card payment was declined?,25
My payment for my card is not working,25
"I just had my card refused to the ticket distributor! I have to get money, but I'm unable to do it. Why did this happen?",26
Why couldn't I get money from the distributor?,26
Why can't I get money?,26
Why can't I withdraw money?,26
My ATM withdrawal was refused.,26
The vending machine didn't let me have my money.,26
Why can I not get cash from the ATM?,26
My card doesn't work. I can't get cash out at an ATM,26
"I think there may be something wrong with my card. I have never had issues with withdraws before, but this morning on the way to work it was suddenly declined.",26
Why can't I withdraw money?,26
"I aligned everything to make a transfer, and then he rejected it.",27
"I'm sure I have a lot of money to transfer, but my transfer is denied.",27
Can you tell me why my transfer refused?,27
"please help me with this transfer, for some reason i can't transfer to a cryptocurency account",27
Tell me why my transfer is declined.,27
I got declined when attempting a transfer,27
Why would you cancel my transfer?,27
Why are my transfers and purchases keep getting declined?,27
Explain to me why a transfer would be declined.,27
I got a declining message during a transfer? please tell me why,27
I don't know where that debit operation came from on my statement.,28
"When I looked at my transactions a few months ago, I noticed a fairly important accusation that I'm sure I didn't do it. I know it's been a while, but can I challenge this accusation please?",28
I need to challenge a direct debit.,28
How do I get a refund for an unauthorized direct debit payment?,28
Please tell me what this direct debit in my statement is,28
How do I dispute a direct debit transaction?,28
I might have been charged on my debit statement by fraud.,28
I see a direct debit that I didn't authorize,28
I see a direct debit transaction in my app that I didn't make.,28
Why is there a direct debit to my account? I didn't do that.,28
What is the limit of a virtual card?,29
What are the disposable cards restrictions?,29
"i tried using a virtual card for a hotel but it didn't work, why not",29
how many uses are the disposable cards good for?,29
What is the number of transactions for one disposable card?,29
How many transactions can I make on my disposable card?,29
What is the number of transactions I get with a disposable card?,29
"For the disposable cards, what are the restrictions?",29
how many transactions can go on a disposable card?,29
Why can't I use a disposable card?,29
I have to change my address.,30
How can I change my name in my profile?,30
I'd like to change my address.,30
Can you guide me in how I can change some of my personal information?,30
I'd like to change my personal information.,30
I need to change my coordinates.,30
"The amended details are essential, and what steps do I need to take to do so?",30
How can I change my name?,30
after i got married i need to change my name,30
details need to be modified,30
Are there any extras for currency exchange?,31
Is there a discount for multiple currency exchanges?,31
Will there be a foreign exchange tax?,31
Any additional fees for currency exchange?,31
What are the costs of accepting money from a foreign country?,31
How much more do you charge for currency exchange?,31
What's the cost of currency exchange?,31
How much is the exchange fee?,31
What is the amount of the foreign currency tax?,31
Will you charge me for exchanging foreign currencies?,31
How do exchange rates work?,32
how to obtain exchange rates,32
How do you determine exchange rates?,32
What does the exchange look like?,32
Where do you find these exchange rates?,32
Will I know what exchange rate I will have?,32
What foreign exchange rate will I get on weekdays and on the weekends?,32
How do you find the exchange rate?,32
I need to know what your exchange rates are.,32
Please explain the exchange rates.,32
I'm trying to figure out how to exchange X currency with Y currency.,33
How to start an exchange between GBP and AUD?,33
Is the change possible?,33
I need Australian dollars instead of British currency.,33
I would like to exchange currencies on the application. How can I do that?,33
"I need to exchange my GBP in AUD, how would I do that?",33
What measures should I take to exchange currencies?,33
Can I use this app to exchange between dollars and books?,33
What currencies can be exchanged in the application?,33
What other currencies are available to change?,33
I was charged $1 in a transaction.,34
"I just looked at my app and it seems I was charged extra, why is that?",34
There is  an extra 1£ charge on my app. Why did it charge me extra?,34
Why was I charged an additional $1?,34
Why is there a 1 euro fee on my statement?,34
Why was I charged an extra pound?,34
There is some odd 1£ charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for a pound there.,34
Why was I charged $1 in a transaction?,34
I was made to pay an additional pound!,34
There is a pending 1£ charge on my statement.  I haven't purchased anything for 1£.  Why is it on my statement?,34
"Errors continue to appear every time I try to make this transfer and I'm on a time crisis, can you please help.",35
I tried to send a standard transfer five times and he didn't cross.,35
"I tried a transfer, but it failed.",35
My transfer didn't work!,35
My transfer isn't over.,35
Why do my transfers continue to fail?,35
I tried to make a transfer and it didn't work.,35
Why does my transfer continue to fail? I tried five times and they all failed.,35
I don't think my transfer wen through. Why?,35
"My card couldn't complete a transfer, why?",35
Can I exchange my money for EUR?,36
Are there any limits to what currency I can hold?,36
What currency is supported for exchanges and holding?,36
Which flat currencies do you support for holding and exchange?,36
I wondered if multiple currencies is okay?,36
Are all fiat currencies supported?,36
I want to have multiple currencies in my account if possible.,36
Do you have support for flat currencies?,36
Will you be able to exchange to EUR?,36
How many different currencies can I hold money in?,36
"I've heard about these disposable virtual cards, but I don't understand how they work.",37
"I have to drop off my virtual card, how I do it.",37
What is the use of disposable cards?,37
How do I get a disposable virtual card?,37
What is the use of disposable cards?,37
How do I use the disposable cards?,37
Please can i get a disposable virtual card as well?,37
Is there a way to use this app with a disposable virtual card?,37
Can you tell me what the disposable cards are used for?,37
How would I use a disposable card?,37
How do I define my physical card PIN?,38
Is the PIN covered separately?,38
Where's my pin?,38
"Help me, I don't know what the PIN is on my card?",38
"I have my card, when my PIN will be available?",38
How is the PIN delivered?,38
"I don't know my PIN, how can I find out?",38
Explain the card PIN to me.,38
my pin hasn't arrived in the post! How do I cancel it or get a new one?,38
How is my PIN sent?,38
I was wondering if I could have a second card on that account?,39
I want extra physical maps.,39
I'd like a second card.,39
Do you charge to send more cards?,39
Can I order a second card?,39
How much does it cost to get more cards?,39
May I order another card?,39
"I lost my card and need a new one, will it cost me?",39
What is the price for an additional card?,39
"I would like open a second card for my daughter, how can you assist me?",39
I can't find the virtual card.,40
Where are the virtual cards?,40
Tell me how to get a virtual card.,40
What is a virtual and how can I get one?,40
How can I receive a virtual card?,40
What do I need to do to get my virtual card?,40
"I prefer not to use my physical card, how can I get a virtual card?",40
Is it possible to order a virtual card?,40
Please explain the process of obtaining a virtual card.,40
How can I go about ordering a virtual card?,40
I think the card's stolen.,41
I lost track of my card.,41
I think my card was stolen!,41
Someone stole my wallet with my card in it all on holiday in Spain. I really need my blocked card and a new order.,41
What should I do if I think my card was stolen?,41
"Help, my card is stolen.",41
What should I do if my card has been lost or stolen?,41
"I lost my card, what am I doing now?",41
I can't find my card!  What should I do?,41
"i need help, i lost my card",41
I think my phone was stolen.,42
I think I lost my phone. Is there any way to stop someone from entering my account on it?,42
"My phone is lost I don't want anyone to use my account, what can I do?",42
"My phone was taken yesterday, is there anything I need to do?",42
Is it possible to access my hotel phone /,42
"Hi, I lost my phone yesterday, what can I do to stop someone from using my account on it?",42
I lost my phone.  What do I do to block someone else from using my account?,42
"I got mugged yesterday and they took everything. I can't use the app, so I need some help.",42
My phone was left behind.  Can I still use my card?,42
I just replaced my phone so do I have to make a new account?,42
I'd like to have a physical card to carry and use.,43
Do I have to pay for a physical card?,43
Where are cards available to order?,43
How do I go about getting an actual card?,43
Can I get a card in person?,43
Where do I find our how to get a physical card?,43
Can I get a new card?,43
How much does it cost for a physical card?,43
Do you ship your cards anywhere?,43
Where do you export the cards to?,43
The application's pass code completely eluded my mind.,44
What should I do if I can't access my access code?,44
I tried entering my passcode and it isn't working. Can you help?,44
Is there a way to recover my password?,44
I can't remember my passcode.,44
"I can't remember my app code, can you reset it?",44
I've completely forgot the code to get into the app.,44
How can I reset the passcode if I need to do that?,44
I don't remember my passcode?,44
Can someone help with my passcode?,44
"Hello, the status of one of my card payments is still outstanding for a while. Please indicate how long it will take to complete.",45
Why is their charge still on my card?,45
"Payment of the card is still ongoing, why is this the case?",45
Looks like a payment I've made hasn't been made yet.,45
Why do they say I have a payment on hold?,45
There is a pending payment and it has not been posted for a few days. When will it be posted?,45
How many days does it take to complete a regular transaction? I see a pending payment that has not changed in the last few days.,45
Is there any reason why my payment is still ongoing?,45
I noticed there's a payment on my card that's on hold.,45
Why is my card payment still an ongoing transaction?,45
My withdrawal of money is not displayed in my account,46
Why do I still have a pending cash withdrawal?,46
Why does it still charge me even though I was unable to withdraw money from the ATM?,46
How is my ATM deposit not available yet?,46
why isnt my cash withdrawal showing,46
Why is my cash withdrawal pending?,46
"If my cash withdrawal is still not showing, is something wrong?",46
Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received.,46
My account says I have money but I withdrew it in cash.,46
I would like to know why a withdraw I made for some cash shows up as pending.,46
"My top-up hasn't crossed, he always says waiting.",47
"Something is wrong with the top up! I am a regular customer and use your service all the time, usually it works but now it just appears as waiting",47
How long does it take for me to think about my balance?,47
I don't think the pop-up's been through again.,47
I'm still waiting for my backup to pass.,47
Why did my top ever go through?? I thought it was supposed to be instant? Am I wrong? Why is it still on hold?,47
"I've completed my account, but I don't think it's gone.",47
I can't find the money I added to my account.,47
Why is  my  top  up for  my  new account  not  instant,47
"I'm waiting on a top-up, its still pending",47
the transfer has passed through but now it has been waiting for some time. I need it to already pass,48
Why does my transfer say he's on hold?,48
"Transfers may show up as pending for up to one day while they are processed by one of our payment processors. Then, they will depart for the beneficiary accounts. Please also double-check that you have entered the correct account details. SEPA transfers can take up to two business days, and SWIFT transfers can take up to five business days.",48
Can you tell me why my transfer is pending still?,48
"How long does EU transfer take? I bought something online a couple days ago , sent the money immediately online but the seller says it is still not there yet",48
The seller of the items I bought online the other day hasn't received the EU transfer yet. How long do these usually take?,48
when will my transfer clear,48
What is the reason why the transfer shows as pending?,48
"How long do EU transfers take? I bought something online a couple of days ago , sent the money immediately online but the seller says it is still not there yet.",48
How long is a transfer in the pending status?,48
Is there a way to reset my PIN?,49
What should I do if I have exceeded all my PIN attempts?,49
I've exceeded the number of PIN attempts,49
I'm locked up to get into my pin.,49
How come I got blocked for entering wrong pins?,49
My account is blocked because I entered the wrong pin too many times.  Help me unblock.,49
I have exceeded all my PIN tries,49
I need a new PIN number.,49
What do I do if my PIN was blocked?,49
What's the web address to unblock my pin?,49
Am I allowed to use different currencies?,50
"My salary is in GBP, do I have to exchange it before putting it in my account?",50
"My salary is received in the form of GBP. Is it necessary to configure this? If so, where is it done?",50
How can my friend pay me?,50
Do you support my employer's direct deposits?,50
am i able to receive my salary this way?,50
What methods are available for my friend to send me money?,50
Can I use my salary for this?,50
My salary is deposited in GBP. Do I need to choose the currency?,50
How can I receive money from someone?,50
Why is a refund not shown on my return?,51
"I checked my statement to see if I received a refund that I asked a seller a while ago arrived, but he didn't. It should have come back to me already. Can you help me understand why he's not here and get my money back?",51
Can you tell me why I do not have a refund on my return?,51
"I'm expecting a large refund from a store I returned merchandise to recently.  They say they have sent the money but I don't see it in my account, can you help.",51
I can not find my refund.,51
Why isn't my refund showing in my statement?,51
Card refund is not showing up in my statement.,51
I can't see my refund in my history.,51
I keep checking my statements but nothing shows up.I requested a refund a long time ago but seems like it's not submitting my account for some reason. Can you please help me get the money back from the seller for me,51
A while ago i requested a refund from a seller. I keep checking my statement but I have not been refunded yet. I'm confused why i haven't gotten my money back yet but I need your help getting it please.,51
"Hello-Can you please help me get a refund from this merchant? I ordered a product and would like to return it. I have not managed to get from the merchant to return my request for several days. I understand that it can take up to 45 days to process the dispute and issue a refund, however, if it can be accelerated faster, it would be very useful for me.",52
I just bought an item and would like to stop payment can you tell me if the item has already been sent?,52
Hello. How do i go about getting a refund of an item i bought ? I want to cancel the payment since i have not received the item yet.,52
Where do I go for a refund?,52
I purchased this item and would like a refund,52
Can I have a refund for one of your products?,52
I need to have an item refunded.,52
I need this item refunded,52
"I just bought an item and would like to stop payment, is this possible?  The item has not been received yet.",52
I would like to cancel my order.,52
What happens if my card payment is cancelled?,53
"I need help solving the mix up on my card payment. My account shows that the money was removed and then put back in the account. Then I received a message from the seller, he said they didn't get my payment.",53
I brought back a payment and I'd like to understand why.,53
Why isn't my payment posted?,53
"I have a problem - I bought something with my card a week or two ago, but now exactly the same amount of the purchase appears on my account. I like more money on my account, but it's too good to be true. Can you tell me what's going on?",53
My card payments have stopped.,53
Tell me why the purchase I made online returned the payment. I really wanted this article and I've been trying for two weeks.,53
I made a payment and he was returned and wanted to know why?,53
I did a payment but it was reverted by the app,53
"I purchased something and already received it, why hasn't the money taken out?",53
What currencies do you agree to add money?,54
"I want to add money to my card, what payments do you accept?",54
What types of cards and money do you accept?,54
Can you tell me what cards and currencies you support?,54
What currencies and cards do you support?,54
Are United States cards accepted?,54
How can I add money from my amex card to complete,54
Do you accept a card and a currency?,54
What kind of cards are supported? What currency?,54
"I want to add money to my card, what payments do you accept?",54
"For God's sake, erase my account, I'm sick of it.",55
I have to close my account as soon as possible.,55
"I hate this company, can you delete my account?",55
What do I have to do to close my account?,55
I don't want to keep that account anymore.,55
I am very dissatisfied with the services you provide. I want to cancel my account.,55
Help me cancel and close my account.,55
I am not satisfied with your service.  Close my account.,55
I need to close my account.  Your company is terrible!,55
"I don't want this account anymore, how do I delete it?",55
Do you receive SWIFT transfers?,56
"If I had to make a transfer, what's the rate for that?",56
How much would it cost me if I transferred?,56
Am I going to see a charge for a SEPA transfer?,56
What is the charge to receive a SEPA transfer?,56
Why are you charging transfers?,56
Are SWIFT transfers supported?,56
Will I be charged any fee for receiving money?,56
Am I going to be charged for receiving  money?,56
Can third party fees affect a transfer?,56
Their fees are for top-ups?,57
Am I going to be charged for filling up?,57
Will I be charged for filling an international card?,57
Will I be billed for adding money using an international card?,57
Is there a fee to fill out a card?,57
Do you charge me if I use a European credit card to complete it?,57
Are there any additional charges for American cards?,57
Is there a supplement for American cards?,57
"If I used a European bank card for a surcharge, will I incur a charge?",57
Is there a fee to use a credit card to complete,57
I want to use a check to pay.,58
I'm trying to use a check to crown.,58
What is not accepted so that I can complete my account?,58
where can I deposit a check,58
Can I complete with cash,58
Where can I deposit cash to top up?,58
"Help me please, I need to top up cash.",58
Can I top up online?,58
If I need to top up with cash where should I look?,58
How do I use a cheque to top up?,58
Can I say if my top off didn't work?,59
I really need to complete my card today urgently but my card continues to be refused!! Can you please help me with this problem or tell me if you have any alternatives,59
Why did my top-up fail?,59
"I don't have access to my money, is it because there's something wrong with the supplement?",59
"My supplement doesn't seem to have worked, what happened?",59
Looks like my top-up didn't work.,59
Trouble with my top up,59
"Hi, My card is getting declined continuously when i am trying to top-up. Request you to look into this issue or tell me any other alternatives.",59
"I need assistance finding out why I am unable to top-up my card, it keeps getting refused.  It is extremely imperative I get this resolved quickly.",59
What reasons would a topup fail?,59
Is there a limit for top-ups?,60
How many times am I able to complete?,60
How many times can I complete my account?,60
How much can I afford?,60
What are the rules for a supplement?,60
How much can I top up on my card?,60
What is the daily limit on my card?,60
Are there any top-up limits involved?,60
I need someone to assist me with explaining how much I can top-up.,60
What are the rules for a top-up?,60
Why was my supplement refused?,61
I was checking my statement and my supplement was returned.,61
Reasons for the additional cancellation.,61
What I overcame was returned by the app.,61
"I've made an addition, but it's not balanced. I think there's a problem in the system.",61
"I tried to add a supplement to my account, but the money is gone.",61
I have a reverted top up I made and wanted to know why it didn't go through.,61
Why would my top up be reverted?,61
Why was my top-up declined?,61
My top-up was cancelled and I am writing to ask if I need to complete the 3D Secure authentication section before I submit it.,61
I want to go up by map.,62
I do not underestimate how to complete,62
Can I ask my friends to add money to my account?,62
"I used my card to complete, but the money isn't here!",62
Will my friends be able to complete my account?,62
I don't see my top up in my wallet.,62
top up by my card is that possible?,62
What's the process for topping up my card?,62
i can not see my top up,62
Is my account able to be topped up by my friends?,62
I've been charged twice for the same thing!,63
My account looks a little disconnected and I have some weird charges.,63
It seems that my card payment was duplicated. I paid at the store earlier today. The first time it was refused and the second time it worked. The application always shows one of the payments to wait for. Please remove one of these because clearly the first one was refused and is not correct.,63
"I've been double loaded with something, what can I do?",63
Why was I charged more than once for the same transaction?,63
How can I request a payment on my card? It seems I paid for the same thing twice.,63
Why do I have a transaction that happens more than once?,63
"I've been charged twice for a restaurant, can you take the second charge?",63
"My card was refused, but it shows like multiple charges?",63
Will the duplicated payment be refunded?,63
Why was the money taken for a transfer?,64
Is there a fee that comes with transfers?,64
why am I being charged a fee for transferring money ?,64
Im not sure why Im being charged an extra fee just for purchasing an item from another country? I paid for the item and the shipping why am I getting charged extra?,64
who charged my card,64
I just transferred some money. Why was I charged a fee?,64
Why am I being charged for transferring money?,64
I did a transfer and was charged a fee that I shouldn't have been!,64
Are money transfers free?,64
I use my card internationally to manage payments and I just noticed that you are adding additional fees.  Why?  I am a good customer and this has me thinking about leaving.,64
How can I transfer money between accounts?,65
Can I add money to complete my account with a bank transfer?,65
Can you explain how to transfer money using the bank transfer process?,65
How do I transfer money to a foreign account?,65
How can I transfer money to my account?,65
I need to know the process to transfer money to my account.,65
Can you tell me how the money transfer to my account works?,65
I'm trying to transfer money from my other bank account to this one.,65
I need help transferring funds to another account.,65
"I would like to complete my account with a bank transfer, is that permitted?",65
"How long does the transfer take? I sent money to a friend who needs it quickly. It's been hours, and the money hasn't been through.",66
"The day before yesterday, I transferred funds to another account inside the country. The funds have not yet arrived. I double-checked and tripled the account number and it was correct. Why hasn't the transfer been made yet?",66
"My friend really needs the money I sent out a few hours ago, but he's not here yet.",66
I thought it'd only take a day if I transferred to someone.,66
How long will my transaction take?,66
I did a money transaction and the recipient doesn't see it,66
I sent some money and the account hasn't recived the transfer I made.,66
I sent money to a person and they haven't received the payment yet.,66
I transferred some money but it is not here yet,66
I am worried that too much time has gone by for a transfer to be completed.,66
Can you tell me how long it takes for the transfer to be available?,67
There is an urgent transfer that I have to make from China. How long will it take to process it?,67
How long does it take in Europe to make a transfer?,67
When will my money be in my account?,67
How long does it take for the money to appear on my account?,67
How long will I have to wait until my money is on my account?,67
Estimated arrival time for transfers?,67
When will my account receive the money?,67
"It's been three days, how long is my transfer going to take to get to my wallet?",67
what is the average wait for transfers,67
Why didn't the app verify my identity?,68
What should I do if I can't prove my identity?,68
