Text,Label
What countries are supported?,24
Is this card available for residents of the United States?,24
"I want a card, but I am not in the UK - can I still get one?",24
How many countries do you work in?,24
Is this open to residents of all countries?,24
I am in the EU. Can I get one of your cards?,24
Can I get a card that works in other countries like Africa and Indonesia?,24
Can I have a card even if I am not living in the UK?,24
Is this card available to Americans?,24
I was wondering why my card was declined,25
"my card was declined, why?",25
Why did my payment fail?,25
What could be the reason my payment card was declined?,25
"I was out today, excited to pay with my new card, but the payment kept getting declined. This is really sad, what's going on?",25
"I know there is money in my account, why did my account decline me? ",25
"I was out today looking forward to paying with my brand new card, turns out the payment kept getting declined. It's pretty sad, what's going on? ",25
My card payment doesn't work.,25
How do I check to see why my card payment was declined?,25
My payment for my card is not working,25
"My card just got declined at the ATM! I need to withdraw money, but I can't. Why did this happen? ",26
Why couldn't I get money from the ATM?,26
Why can't I withdraw money?,26
Why can't I withdraw money?,26
My ATM withdrawal was declined.,26
The ATM wouldn't let me take my money!,26
Why can I not get cash from the ATM?,26
My card doesn't work. I can't get cash out at an ATM,26
"I think there may be something wrong with my card. I have never had issues with withdraws before, but this morning on the way to work it was suddenly declined.",26
Why can't I withdraw money?,26
"I had everything ready to make a transfer, then it declined it.",27
"I am sure I have enough money to transfer, but my transfer is declined.",27
"Can you tell me why my transfer was declined? """,27
"please help me with this transfer, for some reason i can't transfer to a cryptocurency account",27
Tell me why my transfer is declined.,27
I got declined when attempting a transfer,27
Why would you cancel my transfer?,27
Why are my transfers and purchases keep getting declined?,27
Explain to me why a transfer would be declined.,27
I got a declining message during a transfer? please tell me why,27
I don't know where this debit transaction on my statement came from.,28
"Looking at my transactions from a few months ago, I noticed a fairly large debit that I am certain I did not make. I know it's been a while, but can I dispute this debit?",28
I need to dispute a direct debit.,28
How do I get a refund for an unauthorized direct debit payment?,28
Please tell me what this direct debit in my statement is,28
How do I dispute a direct debit transaction?,28
I might have been charged on my debit statement by fraud.,28
I see a direct debit that I didn't authorize,28
I see a direct debit transaction in my app that I didn't make.,28
Why is there a direct debit to my account? I didn't do that.,28
What is the limit of a virtual card?,29
What are the disposable cards restrictions?,29
"i tried using a virtual card for a hotel but it didn't work, why not",29
how many uses are the disposable cards good for?,29
What is the number of transactions for one disposable card?,29
How many transactions can I make on my disposable card?,29
What is the number of transactions I get with a disposable card?,29
"For the disposable cards, what are the restrictions?",29
how many transactions can go on a disposable card?,29
Why can't I use a disposable card?,29
I need to change my address,30
How can I change my name in my profile?,30
I would like to change my address,30
Can you guide me on how I can change some of my personal information?,30
I would like to change my personal information.,30
I need to change my contact details.,30
"Changed details are essential, what are the steps to do so?",30
How can I change to my married name?,30
after i got married i need to change my name,30
details need to be modified,30
Are there any extras for exchanging currencies?,31
Is there a discount for multiple currency exchanges?,31
Will there be any fees for exchanging foreign currencies?,31
Extra fees for exchanging currencies?,31
What are the fees for accepting money from a foreign country?,31
How much do you charge extra for exchanging currencies?,31
exchanging currencies costs what?,31
How much are the exchange fees?,31
How much does it cost to exchange foreign currencies?,31
Will you charge me for exchanging foreign currencies?,31
How do foreign exchange rates work?,32
how do you get the exchange rates,32
How do you determine exchange rates?,32
What does the exchange look like?,32
Where do you get these exchange rates?,32
Will I know what exchange rate I will get?,32
What foreign exchange rate will I get on weekdays and on the weekends?,32
How do you find the exchange rate?,32
I need to know what your exchange rates are.,32
Please explain the exchange rates.,32
I'm trying to find how to exchange currency X with currency Y.,33
How can I initiate an exchange between GBP and AUD?,33
Is currency exchange possible?,33
I need Australian dollars instead of British currency.,33
I would like to exchange currencies on the app. How do I do that?,33
"I need to exchange my GBP to AUD, how do I do that?",33
What are the steps to exchange currencies?,33
Can I use this app to exchange between dollars and pounds?,33
What currencies can be exchanged in the app?,33
What other currencies are available for change?,33
I was charged $1 in a transaction.,34
"I just looked at my app and it seems I was charged extra, why is that?",34
There is  an extra 1£ charge on my app. Why did it charge me extra?,34
Why was I charged an additional $1?,34
Why is there a 1 euro fee on my statement?,34
Why was I charged an extra pound?,34
There is some odd 1£ charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for a pound there.,34
Why was I charged $1 in a transaction?,34
I was made to pay an additional pound!,34
There is a pending 1£ charge on my statement.  I haven't purchased anything for 1£.  Why is it on my statement?,34
"Errors keep appearing every time I try to make this transfer and I am in a race against time, could you please help? ",35
I have tried to send a standard transfer five times and it hasn't gone through. What is the problem?,35
"I attempted a transfer, but it failed. ",35
My transfer didn't work! Help me!,35
My transfer is not completed. Why don't I have access to the funds?,35
Why do my transfers keep failing?,35
I tried to make a transfer and it didn't work.,35
Why does my transfer keep failing? I have tried 5 times and they all failed.,35
I don't think my transfer wen through. Why?,35
"My card couldn't complete a transfer, why?",35
Can I exchange my money for EUR?,36
Are there any limits to the currency I can hold?,36
What currency is supported for exchanges and holding?,36
Which flat currencies do you support for holding and exchange?,36
I wondered if multiple currencies is okay?,36
Are all fiat currencies supported?,36
I want to have multiple currencies in my account if possible.,36
Do you have support for flat currencies?,36
Will you be able to exchange to EUR?,36
How many different currencies can I hold money in?,36
"I've heard of these disposable virtual cards, but I don't understand how they work.",37
"I need to deposit money onto my virtual card, how can I do that?",37
What are disposable cards for?,37
How can I get a disposable virtual card?,37
What are disposable cards for?,37
How do I use the disposable cards?,37
Please can i get a disposable virtual card as well?,37
Is there a way to use this app with a disposable virtual card?,37
Can you tell me what the disposable cards are used for?,37
How would I use a disposable card?,37
How can I set up the PIN code for my physical card?,38
Is the PIN code sent separately?,38
Where is my PIN code? I don't have it yet.,38
"Help me, I don't know what my card PIN code is?",38
"I have my card, when will my PIN code be available?",38
How is the PIN code delivered?,38
"I don't know my PIN code, how can I find out?",38
Explain the card PIN to me.,38
my pin hasn't arrived in the post! How do I cancel it or get a new one?,38
How is my PIN sent?,38
I was wondering if I could get a second card on this account? I would like my daughter to have one.,39
I want additional physical cards.,39
I would like to have a second card.,39
Do you charge for sending additional cards?,39
Can I order a second card?,39
How much does it cost to get more cards?,39
May I order another card?,39
"I lost my card and need a new one, will it cost me?",39
What is the price for an additional card?,39
"I would like open a second card for my daughter, how can you assist me?",39
I can't find the virtual card,40
Where are the virtual cards?,40
Please tell me how I can get a virtual card.,40
What is a virtual card and how can I get one?,40
How can I receive a virtual card?,40
What do I need to do to get my virtual card?,40
"I would prefer not to use my physical card, how can I get a virtual card?",40
Is it possible to order a virtual card?,40
Please explain the process of getting a virtual card.,40
How can I go about ordering a virtual card?,40
I think the card was stolen. What are my next steps?,41
I lost track of my card,41
I think my card was stolen!,41
Someone stole my wallet with my card inside while I was on vacation in Spain. I really need my card to be blocked and a new one ordered.,41
What should I do if I think my card was stolen?,41
Help me! My card is stolen.,41
What should I do if my card has been lost or stolen?,41
"I lost my card, what should I do now? ",41
I can't find my card!  What should I do?,41
"i need help, i lost my card",41
I think my phone was stolen. What can I do?,42
I think I lost my phone. Is there a way to prevent anyone from accessing my account on it?,42
"My phone is lost, I don't want anyone to use my account, what can I do? ",42
"My phone was taken yesterday, is there anything I need to do? ",42
Is it possible to access my phone from the hotel/,42
"Hello, I lost my phone yesterday, what can I do to prevent someone from using my account on it? ",42
I lost my phone.  What do I do to block someone else from using my account?,42
"I got mugged yesterday and they took everything. I can't use the app, so I need some help.",42
My phone was left behind.  Can I still use my card?,42
I just replaced my phone so do I have to make a new account?,42
I would like to have a physical card to carry and use. How can I get one?,43
Do I have to pay for a physical card?,43
Where are cards available to order?,43
How do I go about getting an actual card?,43
Can I get a card in person?,43
Where do I find our how to get a physical card?,43
Can I get a new card?,43
How much does it cost for a physical card?,43
Do you ship your cards anywhere?,43
Where do you export the cards to?,43
The app's access code has completely slipped my mind.,44
What should I do if I can't access my access code?,44
I tried entering my passcode and it isn't working. Can you help?,44
Is there a way to recover my password?,44
I can't remember my passcode.,44
"I can't remember my app code, can you reset it?",44
I've completely forgot the code to get into the app.,44
How can I reset the passcode if I need to do that?,44
I don't remember my passcode?,44
Can someone help with my passcode?,44
"Hello, the status of one of my card payments is still pending for a while now. Please let me know how long it will take for it to go through! ",45
Why is there always a pending payment on my card?,45
"Card payment is still pending, why? ",45
It seems like a payment I made hasn't gone through yet!,45
Why does it say I have a pending payment?,45
There's a payment that's showing as pending and hasn't been registered for a few days. When will it be registered?,45
How many days does it take for a normal transaction to be completed? I see a pending payment that hasn't changed in the last few days.,45
Is there a reason why my payment is still pending?,45
I noticed there's a payment on my card that's pending!,45
Why is my card payment still a pending transaction?,45
My cash withdrawal is not showing on my account.,46
Why do I still have a pending cash withdrawal?,46
Why does it still charge me even though I was unable to withdraw money from the ATM?,46
How is my ATM deposit not available yet?,46
why isnt my cash withdrawal showing,46
Why is my cash withdrawal pending?,46
"If my cash withdrawal is still not showing, is something wrong?",46
Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received.,46
My account says I have money but I withdrew it in cash.,46
I would like to know why a withdraw I made for some cash shows up as pending.,46
My top-up hasn't been completed; it still says pending. What's going on?,47
"Something is wrong with the top-up! I am a regular customer and I use your service all the time, usually it works, but now it just appears as pending?",47
How long does it take for a top-up to reflect on my balance?,47
I don't think the recharge has been completed yet.,47
I'm still waiting for my recharge to be completed,47
Why hasn't my top-up been completed yet? I thought it was supposed to be instant? Am I wrong? Why is it still pending?,47
"I recharged my account, but I don't think it was done. ",47
I can't find the money I added to my account.,47
Why is  my  top  up for  my  new account  not  instant,47
"I'm waiting on a top-up, its still pending",47
"the transfer went through, but it's now been pending for a while. I need this to go through already ",48
Why does my transfer say it's pending?,48
"Transfers may show up as pending for up to one day while they are processed by one of our payment processors. Then, they will depart for the beneficiary accounts. Please also double-check that you have entered the correct account details. SEPA transfers can take up to two business days, and SWIFT transfers can take up to five business days.",48
Can you tell me why my transfer is pending still?,48
"How long does EU transfer take? I bought something online a couple days ago , sent the money immediately online but the seller says it is still not there yet",48
The seller of the items I bought online the other day hasn't received the EU transfer yet. How long do these usually take?,48
when will my transfer clear,48
What is the reason why the transfer shows as pending?,48
"How long do EU transfers take? I bought something online a couple of days ago , sent the money immediately online but the seller says it is still not there yet.",48
How long is a transfer in the pending status?,48
Is there a way to reset my PIN?,49
What should I do if I have exceeded all my PIN entry attempts?,49
I have exceeded the number of PIN entry attempts,49
I am locked out of entering my PIN.,49
How come I got blocked for entering wrong pins?,49
My account is blocked because I entered the wrong pin too many times.  Help me unblock.,49
I have exceeded all my PIN tries,49
I need a new PIN number.,49
What do I do if my PIN was blocked?,49
What's the web address to unblock my pin?,49
Am I allowed to use different currencies?,50
"My salary is in GBP, do I need to convert it before putting it into my account?",50
"My salary is received in GBP. Do I need to set this up? If so, where is this done? ",50
How can my friend pay me?,50
Do you support direct deposits from my employer?,50
am i able to receive my salary this way?,50
What methods are available for my friend to send me money?,50
Can I use my salary for this?,50
My salary is deposited in GBP. Do I need to choose the currency?,50
How can I receive money from someone?,50
Why is a refund not showing up on my account statement?,51
I'm checking my statement to see if I received a refund I requested from a seller a while ago. But it hasn't arrived. It should have come back to me already. Can you help me understand why it's not there and get my money back?,51
Can you tell me why a refund that is due to me is not showing up on my account statement?,51
"I'm expecting a large refund from a store I returned merchandise to recently.  They say they have sent the money but I don't see it in my account, can you help.",51
I can not find my refund.,51
Why isn't my refund showing in my statement?,51
Card refund is not showing up in my statement.,51
I can't see my refund in my history.,51
I keep checking my statements but nothing shows up.I requested a refund a long time ago but seems like it's not submitting my account for some reason. Can you please help me get the money back from the seller for me,51
A while ago i requested a refund from a seller. I keep checking my statement but I have not been refunded yet. I'm confused why i haven't gotten my money back yet but I need your help getting it please.,51
"Hello, can you help me get a refund from this merchant? I ordered a product and I would like to return it. I have been unable to get the merchant to accept my return request for several days. I understand that it can take up to 45 days to process the dispute and issue a refund, however, if this can be expedited, it would be very helpful to me.",52
"I just bought an item and I would like to stop the payment, can you tell me if the item has already been shipped?",52
Hello. How do i go about getting a refund of an item i bought ? I want to cancel the payment since i have not received the item yet.,52
Where do I go for a refund?,52
I purchased this item and would like a refund,52
Can I have a refund for one of your products?,52
I need to have an item refunded.,52
I need this item refunded,52
"I just bought an item and would like to stop payment, is this possible?  The item has not been received yet.",52
I would like to cancel my order.,52
What happens if my card payment is canceled?,53
"I need help resolving a card payment issue. My account shows that the money was withdrawn, then put back into the account. Then I received a message from the seller, he said he didn't receive my payment.",53
I had a payment canceled and I would like to understand why.,53
Why isn't my payment showing up?,53
"I have a problem - I bought something with my card a week or two ago, but now the exact same amount of the purchase appears in my account. I like having more money in my account, but it's too good to be true. Can you tell me what's going on?",53
My card payments have stopped.,53
Please tell me why the online purchase I made was refunded. I really wanted this item and I've been trying for 2 weeks.,53
I made a payment and it was canceled and I wanted to know why?,53
I did a payment but it was reverted by the app,53
"I purchased something and already received it, why hasn't the money taken out?",53
What currencies do you accept to add money?,54
"I want to add money to my card, what payments do you accept?",54
What types of cards and money do you accept?,54
Can you tell me what cards and currencies you support?,54
What currencies and cards do you support?,54
Are US cards accepted?,54
how can I add money from my Amex card to top up?,54
Do you accept all cards and currencies?,54
What types of cards are supported? What currency?,54
"I want to add money to my card, what payments do you accept?",54
"For heaven's sake, just delete my account, I've had enough ",55
I need to close my account as soon as possible.,55
I hate this company! Can you delete my account?,55
What do I need to do to close my account?,55
I don't want to keep this account anymore.,55
I am very dissatisfied with the services you provide. I want to cancel my account.,55
Help me terminate and close my account.,55
I am not satisfied with your service.  Close my account.,55
I need to close my account.  Your company is terrible!,55
"I don't want this account anymore, how do I delete it?",55
Do you receive SWIFT transfers?,56
"If I were to make a transfer, what is the rate for that?",56
How much would a transfer cost me?,56
Will I see any fees for a SEPA transfer?,56
What are the fees for receiving a SEPA transfer?,56
Why do you charge fees for transfers?,56
Are SWIFT transfers supported?,56
Will I be charged any fee for receiving money?,56
Am I going to be charged for receiving  money?,56
Can third party fees affect a transfer?,56
Are there any fees for top-ups?,57
Will I be charged for topping up?,57
Will I be charged for topping up with an international card?,57
Will I be charged for adding money using an international card?,57
Are there any fees for topping up a card?,57
Do you charge if I use a European bank card to top up?,57
Are there any top-up fees for US cards?,57
Are there any top-up fees for US cards?,57
"If I used a European bank card for a top-up, would I incur any fees? ",57
Are there any fees for using a bank card to top up?,57
I want to use a check to pay.,58
I'm trying to use a check to top up,58
What is not accepted so that I can top up my account?,58
where can I deposit a check,58
Can I top up in cash,58
Where can I deposit cash to top up?,58
"Help me please, I need to top up cash.",58
Can I top up online?,58
If I need to top up with cash where should I look?,58
How do I use a cheque to top up?,58
Can I find out if my top-up didn't work? It doesn't seem to have worked.,59
"I really need to top up my card today urgently, but my card keeps getting declined!! Can you help me with this issue or let me know if you have any alternatives?",59
Why did my top-up fail?,59
I don't have access to my money. Is this because there's an issue with the top-up? I set it up correctly.,59
"My top-up doesn't seem to have worked, what didn't work?",59
It seems my top-up didn't work. Why?,59
Trouble with my top up,59
"Hi, My card is getting declined continuously when i am trying to top-up. Request you to look into this issue or tell me any other alternatives.",59
"I need assistance finding out why I am unable to top-up my card, it keeps getting refused.  It is extremely imperative I get this resolved quickly.",59
What reasons would a topup fail?,59
Is there a limit for top-ups?,60
How many times am I able to top up?,60
How many times can I top up my account?,60
How much is it acceptable for me to top up?,60
What are the rules for a top-up?,60
How much can I top up on my card?,60
What is the daily limit on my card?,60
Are there any top-up limits involved?,60
I need someone to assist me with explaining how much I can top-up.,60
What are the rules for a top-up?,60
Why was my top-up declined?,61
I was checking my statement and my top-up was cancelled,61
Reasons for a top-up cancellation.,61
What I topped up was cancelled by the app.,61
I made a successful top-up but it's not showing in the balance. I think there's a problem in the system.,61
"I tried to add a top-up to my account, but the money is no longer there. Did I do something wrong? ",61
I have a reverted top up I made and wanted to know why it didn't go through.,61
Why would my top up be reverted?,61
Why was my top-up declined?,61
My top-up was cancelled and I am writing to ask if I need to complete the 3D Secure authentication section before I submit it.,61
I want to top up by card,62
I don't understand how to top up,62
Can I ask my friends to add money to my account?,62
"I used my card to top up, but the money isn't there!",62
Will my friends be able to top up my account?,62
I don't see my top up in my wallet.,62
top up by my card is that possible?,62
What's the process for topping up my card?,62
i can not see my top up,62
Is my account able to be topped up by my friends?,62
I was debited twice for the same thing!,63
My account seems a little weird and is receiving strange debits.,63
It appears my card payment was duplicated. I paid at the store earlier today. The first time it was declined and the second time it worked. The app still shows one of the payments as pending. Please remove one of them as the first one was clearly declined and is not correct.,63
"I was debited twice for something, what can I do? ",63
Why was I debited more than once for the same transaction?,63
How can I dispute a payment on my card? It looks like I paid for the same thing twice.,63
Why do I have a transaction that appears more than once?,63
"I was debited twice for a restaurant, can you remove the second debit? ",63
"My card was declined, but it appears as multiple debits? ",63
Will the duplicated payment be refunded?,63
Why was money taken for a transfer?,64
Is there a fee that comes with transfers?,64
why am I being charged a fee for transferring money ?,64
Im not sure why Im being charged an extra fee just for purchasing an item from another country? I paid for the item and the shipping why am I getting charged extra?,64
who charged my card,64
I just transferred some money. Why was I charged a fee?,64
Why am I being charged for transferring money?,64
I did a transfer and was charged a fee that I shouldn't have been!,64
Are money transfers free?,64
I use my card internationally to manage payments and I just noticed that you are adding additional fees.  Why?  I am a good customer and this has me thinking about leaving.,64
How can I transfer money between accounts?,65
Can I add money to top up my account by bank transfer?,65
Can you explain how to transfer money using the bank transfer procedure?,65
How can I transfer money to a foreign account?,65
How can I transfer money to my account?,65
I need to know the procedure for transferring money to my account.,65
Can you tell me how the money transfer to my account works?,65
I am looking to transfer money from my other bank account to this one.,65
I need help transferring funds to another account.,65
"I would like to top up my account by bank transfer, is this allowed? ",65
"How long do transfers take? I sent money to a friend who needs it quickly. It's been hours, and the money hasn't gone through yet.",66
"The day before yesterday, I transferred funds to another account in-country. The funds haven't arrived yet. I checked the account number twice and three times and it was correct. Why hasn't the transfer gone through yet?",66
"How long do money transfers take? My friend really needs the money I sent a few hours ago, but it's not there yet.",66
Why is my transfer taking so long. I thought it should only take a day if I'm transferring to someone. Can you see what went wrong?,66
How long will my transaction take?,66
